entity_id,state,last_changed
sensor.everything_presence_one_0428b0_co2,194.0,2026-02-22T03:27:07.932Z
sensor.everything_presence_one_0428b0_co2,192.0,2026-02-22T03:28:07.931Z
sensor.everything_presence_one_0428b0_co2,189.0,2026-02-22T03:29:07.934Z
sensor.everything_presence_one_0428b0_co2,186.0,2026-02-22T03:30:07.940Z
sensor.everything_presence_one_0428b0_co2,184.0,2026-02-22T03:31:07.944Z
sensor.everything_presence_one_0428b0_co2,186.0,2026-02-22T03:32:07.943Z
sensor.everything_presence_one_0428b0_co2,185.0,2026-02-22T03:33:07.945Z
sensor.everything_presence_one_0428b0_co2,187.0,2026-02-22T03:34:07.942Z
sensor.everything_presence_one_0428b0_co2,185.0,2026-02-22T03:35:07.950Z
sensor.everything_presence_one_0428b0_co2,184.0,2026-02-22T03:36:07.953Z
sensor.everything_presence_one_0428b0_co2,180.0,2026-02-22T03:38:07.950Z
sensor.everything_presence_one_0428b0_co2,177.0,2026-02-22T03:39:07.960Z
sensor.everything_presence_one_0428b0_co2,178.0,2026-02-22T03:40:07.963Z
sensor.everything_presence_one_0428b0_co2,176.0,2026-02-22T03:41:07.966Z
sensor.everything_presence_one_0428b0_co2,172.0,2026-02-22T03:42:07.963Z
sensor.everything_presence_one_0428b0_co2,175.0,2026-02-22T03:43:07.971Z
sensor.everything_presence_one_0428b0_co2,171.0,2026-02-22T03:44:07.974Z
sensor.everything_presence_one_0428b0_co2,170.0,2026-02-22T03:45:07.976Z
sensor.everything_presence_one_0428b0_co2,169.0,2026-02-22T03:46:07.975Z
sensor.everything_presence_one_0428b0_co2,168.0,2026-02-22T03:47:07.982Z
sensor.everything_presence_one_0428b0_co2,167.0,2026-02-22T03:48:07.982Z
sensor.everything_presence_one_0428b0_co2,164.0,2026-02-22T03:49:07.987Z
sensor.everything_presence_one_0428b0_co2,160.0,2026-02-22T03:50:07.987Z
sensor.everything_presence_one_0428b0_co2,159.0,2026-02-22T03:51:07.987Z
sensor.everything_presence_one_0428b0_co2,157.0,2026-02-22T03:52:07.991Z
sensor.everything_presence_one_0428b0_co2,156.0,2026-02-22T03:53:07.996Z
sensor.everything_presence_one_0428b0_co2,157.0,2026-02-22T03:54:07.997Z
sensor.everything_presence_one_0428b0_co2,156.0,2026-02-22T03:55:08.004Z
sensor.everything_presence_one_0428b0_co2,155.0,2026-02-22T03:56:07.953Z
sensor.everything_presence_one_0428b0_co2,153.0,2026-02-22T03:57:08.005Z
sensor.everything_presence_one_0428b0_co2,151.0,2026-02-22T03:58:08.010Z
sensor.everything_presence_one_0428b0_co2,149.0,2026-02-22T03:59:08.006Z
sensor.everything_presence_one_0428b0_co2,150.0,2026-02-22T04:00:08.011Z
sensor.everything_presence_one_0428b0_co2,148.0,2026-02-22T04:01:08.017Z
sensor.everything_presence_one_0428b0_co2,147.0,2026-02-22T04:02:08.014Z
sensor.everything_presence_one_0428b0_co2,144.0,2026-02-22T04:04:08.019Z
sensor.everything_presence_one_0428b0_co2,141.0,2026-02-22T04:06:08.026Z
sensor.everything_presence_one_0428b0_co2,137.0,2026-02-22T04:07:08.030Z
sensor.everything_presence_one_0428b0_co2,136.0,2026-02-22T04:08:08.025Z
sensor.everything_presence_one_0428b0_co2,138.0,2026-02-22T04:09:08.030Z
sensor.everything_presence_one_0428b0_co2,135.0,2026-02-22T04:11:08.034Z
sensor.everything_presence_one_0428b0_co2,130.0,2026-02-22T04:12:08.036Z
sensor.everything_presence_one_0428b0_co2,129.0,2026-02-22T04:13:08.043Z
sensor.everything_presence_one_0428b0_co2,128.0,2026-02-22T04:14:08.043Z
sensor.everything_presence_one_0428b0_co2,125.0,2026-02-22T04:15:08.047Z
sensor.everything_presence_one_0428b0_co2,126.0,2026-02-22T04:18:08.054Z
sensor.everything_presence_one_0428b0_co2,124.0,2026-02-22T04:19:08.057Z
sensor.everything_presence_one_0428b0_co2,123.0,2026-02-22T04:20:08.059Z
sensor.everything_presence_one_0428b0_co2,122.0,2026-02-22T04:21:08.061Z
sensor.everything_presence_one_0428b0_co2,120.0,2026-02-22T04:22:08.066Z
sensor.everything_presence_one_0428b0_co2,118.0,2026-02-22T04:23:08.070Z
sensor.everything_presence_one_0428b0_co2,117.0,2026-02-22T04:24:08.072Z
sensor.everything_presence_one_0428b0_co2,116.0,2026-02-22T04:25:08.068Z
sensor.everything_presence_one_0428b0_co2,115.0,2026-02-22T04:26:08.001Z
sensor.everything_presence_one_0428b0_co2,113.0,2026-02-22T04:27:08.056Z
sensor.everything_presence_one_0428b0_co2,111.0,2026-02-22T04:28:08.077Z
sensor.everything_presence_one_0428b0_co2,109.0,2026-02-22T04:30:08.077Z
sensor.everything_presence_one_0428b0_co2,106.0,2026-02-22T04:31:08.078Z
